Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
196,Brandon Goodwin\goodwbr01,PG,26,CLE,36,502,11.8,0.501,0.357,0.247,3.1,11.4,7.4,26,2.5,0.2,17.4,18.2,0.1,0.7,0.7,0.069,-2.6,1.1,-1.6,0.1
197,Jordan Goodwin\goodwjo01,SG,23,WAS,2,6,-20.4,0,0.333,0,0,18.2,9.2,0,0,0,0,22.2,-0.1,0,-0.1,-0.533,-24.7,-9.4,-34.1,0
198,Aaron Gordon\gordoaa01,PF,26,DEN,75,2376,15.3,0.602,0.312,0.276,6.1,14.3,10.3,11.6,0.9,1.7,12.5,19.7,3.2,2,5.2,0.105,0.5,-1.1,-0.6,0.9
199,Eric Gordon\gordoer01,SG,33,HOU,57,1669,12.1,0.614,0.534,0.239,1,6.5,3.7,14.1,0.8,1,14.6,18.6,1.5,-0.1,1.4,0.04,-0.1,-2.2,-2.3,-0.1
200,Devonte' Graham\grahade01,PG,26,NOP,76,2162,12.1,0.514,0.691,0.172,1.9,7.3,4.5,21,1.6,0.5,10.7,19.5,1.6,1.2,2.8,0.062,0.2,-1.2,-1,0.5
201,Jerami Grant\grantje01,PF,27,DET,47,1500,16.1,0.556,0.363,0.371,1.9,12.4,6.9,12.5,1.4,2.9,9.5,25.7,1.2,1.1,2.3,0.075,1.4,-0.2,1.2,1.2
202,Hassani Gravett\graveha01,PG,25,ORL,8,171,10.1,0.629,0.684,0.105,0.6,12.4,6.5,17,1.4,0.5,18.5,12.3,0.1,0.1,0.3,0.071,-2.4,0.2,-2.3,0
203,Danny Green\greenda02,SF,34,PHI,62,1353,9.5,0.561,0.847,0.044,2.7,10.1,6.5,6.5,2.2,2.5,12.1,12.3,0.3,1.6,1.9,0.067,-1.4,0.8,-0.5,0.5
204,Draymond Green\greendr01,PF,31,GSW,46,1329,14.3,0.582,0.21,0.354,3.8,23.2,13.8,32.5,2.2,3.6,31.9,14.3,0.8,2.8,3.6,0.131,-1.4,4.6,3.2,1.8
205,Jalen Green\greenja05,SG,19,HOU,67,2138,12.5,0.547,0.48,0.247,1.7,10,5.8,13.1,1,0.8,11.3,23.7,0.5,0.2,0.7,0.015,-0.5,-2.4,-2.9,-0.5
206,JaMychal Green\greenja01,PF,31,DEN,67,1085,14.1,0.587,0.379,0.284,8.6,19.9,14.5,7.6,1.9,2.2,13.4,17.2,1.2,1.4,2.7,0.118,-2,0.1,-1.8,0
207,Javonte Green\greenja02,SF,28,CHI,65,1519,14,0.637,0.311,0.295,6.8,13.6,10.2,5.3,2.2,1.8,7.6,11.5,2.9,1.5,4.4,0.139,-0.6,0.7,0.1,0.8
208,Jeff Green\greenje02,C,35,DEN,75,1849,12.5,0.627,0.318,0.374,2.6,11.1,7,7.3,0.7,1.3,10.3,16.3,2.7,1.2,3.9,0.101,-1.2,-1.2,-2.5,-0.2
209,Josh Green\greenjo02,SG,21,DAL,67,1039,11.9,0.578,0.305,0.176,5.6,11.7,8.6,11,2.2,1.2,13.8,13.9,1,1.4,2.4,0.111,-2.4,1.4,-1,0.3
210,Blake Griffin\griffbl01,PF,32,BRK,56,958,13.7,0.518,0.463,0.243,7,18.6,13,15,1.4,1.3,8.2,16.9,1.2,0.9,2.1,0.106,-0.6,0.1,-0.6,0.3
211,Quentin Grimes\grimequ01,SG,21,NYK,46,786,10.7,0.565,0.804,0.081,3.2,9.8,6.4,8.5,2,1.4,10.3,15.1,0.6,0.9,1.4,0.087,-1.2,0.9,-0.3,0.3
212,Kyle Guy\guyky01,SG,24,MIA,19,186,9.5,0.526,0.615,0.185,2.5,7.8,5.2,13.5,1.9,0.6,15.6,19.9,-0.1,0.2,0.1,0.035,-3.1,-0.3,-3.4,-0.1
213,Rui Hachimura\hachiru01,PF,23,WAS,42,943,14.9,0.579,0.323,0.173,3,15.6,9.4,7.9,1.2,0.8,7.4,20.9,0.9,0.6,1.4,0.073,0.2,-1.7,-1.5,0.1
214,Tyrese Haliburton\halibty01,SG-PG,21,TOT,77,2695,18.2,0.595,0.428,0.209,2.5,10.3,6.3,34.1,2.4,1.6,16.7,19,5.2,1.8,7,0.125,2.7,-0.1,2.6,3.1
214,Tyrese Haliburton\halibty01,SG,21,SAC,51,1757,17,0.575,0.43,0.177,2.4,10,6.2,31.4,2.4,1.7,15.4,18.3,2.7,1.2,4,0.109,2.2,0.4,2.6,2
214,Tyrese Haliburton\halibty01,PG,21,IND,26,938,20.5,0.629,0.424,0.266,2.6,10.9,6.7,38.9,2.5,1.4,18.9,20.3,2.5,0.6,3,0.156,3.7,-1,2.8,1.1
215,Tyler Hall\hallty01,SG,24,NYK,1,2,0,,,,0,0,0,0,0,0,,0,0,0,0,0.007,-8.1,-0.5,-8.5,0
216,R.J. Hampton\hamptrj01,SG,20,ORL,64,1402,8.5,0.481,0.4,0.256,1.7,12.9,7.3,16.9,1.4,0.8,14.6,18.4,-1.3,1.1,-0.2,-0.005,-4,-0.1,-4.1,-0.7
217,Tim Hardaway Jr.\hardati02,SG,29,DAL,42,1245,12.7,0.52,0.574,0.194,1.2,12.8,7,11.4,1.5,0.4,5.6,22,0.5,1.5,2,0.077,-0.4,0.2,-0.2,0.6
218,James Harden\hardeja01,PG-SG,32,TOT,65,2419,20.9,0.583,0.452,0.54,2.6,19.7,11.3,40.3,1.7,1.3,18.8,27.2,4.9,2.7,7.6,0.152,3.7,0.3,4.1,3.7
218,James Harden\hardeja01,PG,32,BRK,44,1627,20.4,0.576,0.435,0.496,2.9,20.2,11.7,39.7,1.7,1.7,19.8,28.3,2.6,1.8,4.4,0.13,3.7,0.4,4.1,2.5
218,James Harden\hardeja01,SG,32,PHI,21,792,21.8,0.601,0.493,0.65,1.9,18.9,10.5,41.4,1.6,0.6,16.4,24.9,2.3,0.9,3.3,0.197,3.8,0.1,3.9,1.2
219,Maurice Harkless\harklma01,SF,28,SAC,47,863,7.7,0.561,0.558,0.155,1.5,12.7,7.1,3.6,1.6,2.4,13.8,11.2,-0.1,0.6,0.5,0.026,-3.7,0.4,-3.3,-0.3
220,Jared Harper\harpeja01,PG,24,NOP,5,43,36.9,0.666,0.462,0.154,5,0,2.6,64.1,4.6,2.2,6.7,29.7,0.3,0.1,0.4,0.422,14.2,3.1,17.3,0.2
221,Montrezl Harrell\harremo01,C,28,TOT,71,1641,23.2,0.68,0.031,0.533,10,18.7,14.4,13.9,0.9,2.3,9.5,20.2,6.1,1.2,7.3,0.213,3.7,0.1,3.9,2.4
221,Montrezl Harrell\harremo01,C,28,WAS,46,1117,23.9,0.684,0.039,0.535,9.7,20.8,15.3,13.9,0.8,2.4,9.6,20.8,4.2,0.9,5.1,0.217,4.3,0.6,4.8,1.9
221,Montrezl Harrell\harremo01,C,28,CHO,25,524,21.7,0.672,0.012,0.529,10.6,14.2,12.3,13.9,1,2.2,9.4,19,1.9,0.3,2.2,0.203,2.6,-0.8,1.8,0.5
222,Gary Harris\harriga01,SG,27,ORL,61,1730,10.9,0.571,0.546,0.172,2.2,5.3,3.7,9.5,1.6,0.5,9.3,16.4,1.1,1,2.2,0.06,-2,-0.4,-2.4,-0.2
223,Joe Harris\harrijo01,SF,30,BRK,14,423,9.6,0.624,0.71,0.048,1.3,12.8,7.2,4.5,0.8,0.4,11.2,14.5,0.3,0.2,0.5,0.06,-0.9,-0.5,-1.4,0.1
224,Tobias Harris\harrito02,PF,29,PHI,73,2543,15.9,0.566,0.269,0.198,3.4,18.1,10.9,15.9,0.9,1.5,9.5,21.7,3,2.6,5.6,0.105,0.6,-0.6,0,1.3
225,Shaquille Harrison\harrish01,SG,28,BRK,2,23,4.6,0.333,0.333,0,4.9,13.8,9.5,16.6,2.1,3.9,25,15,-0.1,0,0,-0.067,-9,0.7,-8.3,0
226,Josh Hart\hartjo01,SG-SF,26,TOT,54,1791,16.1,0.61,0.374,0.371,3.7,20.7,12,18.9,1.7,0.7,14.7,18.6,2.8,1.5,4.4,0.117,0.5,0.5,1,1.4
226,Josh Hart\hartjo01,SG,26,NOP,41,1374,15.2,0.604,0.337,0.399,4.2,21.9,12.8,17.7,1.6,0.8,15.1,16.7,2.1,1.4,3.4,0.119,-0.2,0.9,0.7,0.9
226,Josh Hart\hartjo01,SF,26,POR,13,417,19.4,0.622,0.454,0.311,2.3,16.7,9.2,23.1,1.9,0.5,13.7,25,0.8,0.2,1,0.112,2.8,-1,1.9,0.4
227,Isaiah Hartenstein\harteis01,C,23,LAC,68,1216,22,0.664,0.082,0.361,10.5,18.2,14.5,20.5,2,5.4,16.5,18.4,3.3,2.2,5.5,0.215,1.4,3.1,4.5,2
228,Udonis Haslem\hasleud01,C,41,MIA,13,83,8.6,0.495,0.129,0.097,5.6,28.2,17.1,7.4,0.6,1.3,13.4,20,-0.1,0.1,0.1,0.033,-6.4,-0.7,-7.1,-0.1
229,Sam Hauser\hausesa01,SF,24,BOS,26,158,14.8,0.65,0.88,0,3.5,16,9.9,9.1,0.3,1.2,3.8,14.5,0.4,0.2,0.6,0.171,2.7,-0.3,2.3,0.2
230,Jaxson Hayes\hayesja02,C,21,NOP,70,1398,18.5,0.68,0.143,0.472,8.9,16.2,12.5,4.7,1.2,3.8,10.1,16.4,3.7,1.3,5.1,0.174,0.6,-0.3,0.2,0.8
231,Killian Hayes\hayeski01,PG,20,DET,66,1647,9.3,0.461,0.364,0.161,2.2,12,6.9,24.6,2.3,1.9,18.4,15.7,-1,1.5,0.5,0.014,-4.3,0.8,-3.5,-0.6
232,Gordon Hayward\haywago01,SF,31,CHO,49,1564,15.1,0.57,0.357,0.241,2.5,12.8,7.6,16.1,1.4,1.3,10.6,20.7,1.9,1,2.8,0.087,0.1,-0.8,-0.7,0.5
233,Aaron Henry\henryaa01,SF,22,PHI,6,17,-7.4,0.2,0.2,0,0,6.5,3.3,0,0,10.6,28.6,18.5,-0.1,0,-0.1,-0.306,-14,-2.4,-16.5,-0.1
234,Juancho Hernangómez\hernaju01,PF,26,TOT,40,445,11.5,0.542,0.651,0.321,7,17.1,12.2,6,1.6,2,11.7,13.4,0.3,0.6,0.9,0.095,-0.7,0.1,-0.6,0.2
234,Juancho Hernangómez\hernaju01,PF,26,BOS,18,96,3.8,0.307,0.667,0.333,10.4,17.6,14.1,4,2.1,1.9,16.2,17,-0.3,0.2,-0.1,-0.05,-6.9,-1.4,-8.3,-0.2
234,Juancho Hernangómez\hernaju01,PF,26,SAS,5,51,9,0.451,0.5,0.667,8.2,22.8,15.4,6.9,0.9,1.6,20.5,8.1,0,0.1,0.1,0.055,-2.4,-0.1,-2.5,0
234,Juancho Hernangómez\hernaju01,PF,26,UTA,17,298,14.5,0.638,0.658,0.288,5.7,16,11,6.5,1.5,2.1,8.9,13.2,0.6,0.4,0.9,0.149,1.5,0.7,2.2,0.3
235,Willy Hernangómez\hernawi01,C,27,NOP,50,839,22.2,0.582,0.037,0.431,18.5,26.3,22.3,11.9,1.2,2.2,11.6,22.5,2.2,0.9,3.2,0.18,1.8,-1.5,0.2,0.5
236,Tyler Herro\herroty01,SG,22,MIA,66,2151,16.2,0.561,0.391,0.195,1.7,15.4,8.7,20.9,1,0.4,12.5,28.8,1.3,2.4,3.8,0.084,1.6,-0.9,0.7,1.5
237,Buddy Hield\hieldbu01,SG,29,TOT,81,2499,12.9,0.548,0.652,0.116,2.9,12.8,7.8,13.8,1.4,0.9,11.7,22.4,0.8,1.1,1.9,0.036,0.5,-1.7,-1.2,0.5
237,Buddy Hield\hieldbu01,SG,29,SAC,55,1574,11.9,0.54,0.714,0.133,2.9,12.4,7.6,10,1.5,0.8,10.9,22.5,0,0.8,0.7,0.023,0.2,-1.5,-1.3,0.3
237,Buddy Hield\hieldbu01,SG,29,IND,26,925,14.5,0.563,0.546,0.086,2.7,13.4,8,20.3,1.3,0.9,13,22.4,0.8,0.3,1.1,0.059,1.1,-2.2,-1.1,0.2
238,Haywood Highsmith\highsha01,SF,25,MIA,19,163,7,0.446,0.609,0.109,7.1,10.9,9,5.1,0.6,1.9,5.9,14,0,0.2,0.1,0.041,-3.3,-1.3,-4.6,-0.1
239,George Hill\hillge01,SG,35,MIL,54,1253,10.2,0.552,0.487,0.225,3.3,9.7,6.6,12.4,1.6,0.5,11.9,11.7,1.3,1,2.3,0.087,-2.2,0.6,-1.5,0.1
240,Malcolm Hill\hillma01,SF-SG,26,TOT,19,212,12.7,0.619,0.692,0.269,5.8,12.6,9.2,5,1.6,1.2,4.9,12.7,0.4,0.2,0.6,0.126,-1.1,-0.5,-1.6,0
240,Malcolm Hill\hillma01,SG,26,ATL,3,46,19,0.871,0.625,0.5,4.8,9.5,7.1,2.9,4.3,1.9,0,9.3,0.2,0.1,0.2,0.252,0.3,3.5,3.8,0.1
240,Malcolm Hill\hillma01,SF,26,CHI,16,166,11,0.568,0.705,0.227,6.1,13.5,9.8,5.6,0.9,1,5.8,13.6,0.2,0.1,0.3,0.091,-1.5,-1.6,-3.1,0
241,Solomon Hill\hillso01,PF,30,ATL,13,139,3.3,0.2,0.65,0,4.8,13.3,9.1,10.3,1.4,1.3,4.8,6.6,-0.1,0.1,0,-0.006,-5.1,1.2,-4,-0.1
242,Nate Hinton\hintona01,SG,22,IND,2,2,-45.2,0,0,0,0,0,0,0,0,0,50,42.8,-0.1,0,-0.1,-1.231,-28.1,-14.5,-42.6,0
243,Jaylen Hoard\hoardja01,SF,22,OKC,7,240,18,0.536,0.278,0.156,12.7,23.5,18,11.6,1.2,1.9,7.7,18.7,0.3,0.3,0.6,0.118,1.2,-2.1,-0.9,0.1
244,Aaron Holiday\holidaa01,PG,25,TOT,63,1021,12.6,0.544,0.305,0.201,2.6,10.3,6.5,20.7,2,0.7,15.4,18.7,0.5,0.9,1.5,0.068,-1.9,0.3,-1.7,0.1
244,Aaron Holiday\holidaa01,PG,25,WAS,41,663,11.3,0.547,0.313,0.164,1.5,9.5,5.6,17.1,1.8,1.2,14.5,18,0.1,0.4,0.5,0.038,-2.4,0.3,-2.1,0
244,Aaron Holiday\holidaa01,PG,25,PHO,22,358,14.9,0.538,0.29,0.266,4.6,11.7,8.2,27.4,2.4,0,16.8,20,0.4,0.5,0.9,0.125,-1,0.3,-0.8,0.1
245,Jrue Holiday\holidjr01,PG,31,MIL,67,2207,19.8,0.593,0.336,0.189,3.4,10.9,7.2,31.8,2.4,1.3,15,23.5,4.5,2.4,6.9,0.15,2.9,0.3,3.2,2.9
246,Justin Holiday\holidju01,SF-SG,32,TOT,74,2057,9.5,0.543,0.728,0.094,1.5,8.8,5.1,8.6,1.3,1.4,9.2,15.8,0.8,0.6,1.4,0.033,-1.4,-0.8,-2.2,-0.1
246,Justin Holiday\holidju01,SF,32,IND,49,1416,10.3,0.568,0.734,0.09,1.4,9.4,5.3,8.8,1.2,1.1,9.3,15.9,1,0.3,1.4,0.047,-0.8,-0.8,-1.7,0.1
246,Justin Holiday\holidju01,SG,32,SAC,25,641,7.9,0.488,0.716,0.103,1.8,7.5,4.7,8.1,1.6,2,9,15.7,-0.3,0.3,0,0.004,-2.6,-0.8,-3.4,-0.2
247,Richaun Holmes\holmeri01,C,28,SAC,45,1074,17.8,0.689,0.017,0.3,9.3,22.9,16.1,6.8,0.8,3.3,14.2,15.8,2.4,0.9,3.2,0.145,-0.4,-0.1,-0.5,0.4
248,Rodney Hood\hoodro01,SF-SG,29,TOT,52,709,7.2,0.493,0.58,0.121,2.3,9.1,5.8,6.9,1,0.8,6.2,10.7,0.2,0.5,0.7,0.048,-3.1,-0.3,-3.3,-0.2
248,Rodney Hood\hoodro01,SF,29,MIL,39,581,6.7,0.47,0.611,0.107,2.4,9.7,6.1,6.5,1,0.7,4.9,10.6,0.1,0.4,0.5,0.042,-3.3,-0.2,-3.5,-0.2
248,Rodney Hood\hoodro01,SG,29,LAC,13,128,9.3,0.603,0.423,0.192,1.7,6.4,4.1,8.5,1.1,1.3,12.4,11.1,0.1,0.1,0.2,0.075,-2,-0.4,-2.5,0
249,Scotty Hopson\hopsosc01,SG,32,OKC,1,18,0.1,0.5,0.25,0,0,5.8,2.9,8.1,0,0,33.3,14.4,-0.1,0,0,-0.132,-8.7,-2.9,-11.6,0
250,Al Horford\horfoal01,C,35,BOS,69,2005,16.7,0.574,0.466,0.167,6,22.2,14.3,16.4,1.2,4.2,9.6,14.8,3.7,3.8,7.6,0.181,1.4,2.9,4.3,3.2
251,Talen Horton-Tucker\hortota01,SG,21,LAL,60,1511,11,0.503,0.338,0.232,2.6,11.1,6.9,14.9,1.9,1.7,12.1,19.2,-0.2,1.2,1.1,0.033,-3.2,-0.2,-3.3,-0.5
252,Danuel House Jr.\houseda01,SF,28,TOT,42,727,10.6,0.555,0.591,0.293,2.8,13.8,8.4,8.4,1.4,2.1,12.9,15.2,0.4,0.7,1,0.068,-1.3,0.2,-1.1,0.2
252,Danuel House Jr.\houseda01,SF,28,HOU,16,233,6.8,0.467,0.459,0.257,1.9,18.5,10.1,11.5,1,1.9,17.9,18.3,-0.3,0.1,-0.2,-0.049,-4.8,-0.7,-5.6,-0.2
252,Danuel House Jr.\houseda01,SF,28,NYK,1,3,-13.4,0,1,0,0,0,0,0,0,0,0,14.6,0,0,0,-0.342,-12.6,-7.8,-20.4,0
252,Danuel House Jr.\houseda01,SF,28,UTA,25,491,12.5,0.61,0.667,0.317,3.2,11.7,7.6,7,1.6,2.2,9.7,13.8,0.7,0.6,1.3,0.125,0.5,0.7,1.2,0.4
253,Dwight Howard\howardw01,C,36,LAL,60,971,18.2,0.657,0.068,0.667,13.1,26.3,19.7,5,1.7,3.3,14.2,14.6,2.2,1.3,3.5,0.174,-0.2,0,-0.2,0.4
254,Markus Howard\howarma02,SG,22,DEN,31,176,16.1,0.567,0.693,0.228,1.3,6.1,3.8,6.2,2.5,0,5.9,29.4,0.1,0.2,0.3,0.082,0.8,-2,-1.2,0
255,Kevin Huerter\huertke01,SG,23,ATL,74,2188,11.9,0.57,0.541,0.068,1.6,11,6.4,13.2,1.2,1.1,10.4,17.5,1.8,1,2.8,0.062,-0.5,-0.7,-1.2,0.4
256,Jay Huff\huffja01,C,23,LAL,4,20,0.6,0,0.667,0,5.4,16.1,10.8,5.9,2.4,4.5,25,8.6,-0.1,0,0,-0.117,-8.3,0.9,-7.4,0
257,Elijah Hughes\hugheel01,SG-SF,23,TOT,36,434,5.4,0.426,0.66,0.063,1.5,13.4,7.3,7.2,1.6,1.8,10.3,16.5,-0.6,0.3,-0.4,-0.043,-5.2,-1.7,-6.9,-0.5
257,Elijah Hughes\hugheel01,SF,23,UTA,14,112,10.5,0.576,0.778,0.083,2,14.2,8.3,7.6,1.8,0.8,15.8,17.2,0,0.1,0.1,0.063,-1.2,-0.3,-1.5,0
257,Elijah Hughes\hugheel01,SG,23,POR,22,322,3.7,0.375,0.62,0.056,1.3,13.1,7,7.1,1.5,2.1,8.3,16.2,-0.7,0.1,-0.5,-0.079,-6.6,-2.3,-8.8,-0.6
258,Feron Hunt\huntfe01,SF,22,NYK,2,8,-3,0,0,0,13.2,0,6.7,16,6.3,0,33.3,16.4,-0.1,0,0,-0.234,-12.3,1,-11.3,0
259,De'Andre Hunter\huntede01,SF,24,ATL,53,1577,10.6,0.547,0.339,0.289,1.8,10.4,6.1,6.1,1.1,1.2,9.6,19.9,0.4,0.7,1.1,0.034,-2.4,-1.5,-3.9,-0.8
260,Chandler Hutchison\hutchch01,SF,25,PHO,6,22,1,0.694,0,1,0,23.8,12.2,10.5,0,0,58.1,13.5,-0.1,0,0,-0.086,-8,-0.5,-8.5,0
261,Bones Hyland\hylanbo01,PG,21,DEN,69,1310,14.4,0.558,0.627,0.219,1.2,14.4,8,21.2,1.5,1.4,12.1,23.8,1.1,1.3,2.4,0.088,0.3,-0.7,-0.4,0.5
262,Serge Ibaka\ibakase01,C-PF,32,TOT,54,877,14.4,0.579,0.334,0.149,7.7,22.2,15.1,8.4,0.6,3.3,12,17.8,0.8,1.1,2,0.108,-1.3,-0.2,-1.5,0.1
262,Serge Ibaka\ibakase01,C,32,LAC,35,538,14.9,0.567,0.323,0.151,8.1,21,14.8,10.2,0.6,4.1,13.9,19.4,0.3,0.8,1.1,0.096,-1.3,0.3,-1,0.1
262,Serge Ibaka\ibakase01,PF,32,MIL,19,339,13.7,0.601,0.356,0.144,7,23.9,15.7,5.4,0.6,2,8.3,15.2,0.5,0.4,0.9,0.128,-1.4,-1,-2.4,0
263,Andre Iguodala\iguodan01,SF,38,GSW,31,603,12.3,0.478,0.612,0.165,3.9,13.9,9.1,24.7,2.2,3.5,17.7,11.4,0.5,1.1,1.6,0.125,-0.9,3.7,2.7,0.7
264,Joe Ingles\inglejo01,SF,34,UTA,45,1122,10,0.551,0.789,0.077,1.2,11.2,6.4,19,1,0.4,13.5,13.2,1.3,0.9,2.2,0.094,-0.7,0.5,-0.3,0.5
265,Brandon Ingram\ingrabr01,SF,24,NOP,55,1869,18.7,0.554,0.23,0.328,2,17.3,9.5,27.8,0.9,1.3,11.8,29.3,2.5,1.3,3.9,0.099,2.6,-0.6,2,1.9
266,Kyrie Irving\irvinky01,PG,29,BRK,29,1091,21.4,0.592,0.388,0.209,1.6,10.8,6.3,25.2,1.8,1.4,9.8,29.4,2.4,0.9,3.3,0.147,4.2,-1.2,3,1.4
267,Wes Iwundu\iwundwe01,SF,27,ATL,3,82,7.1,0.557,0.278,0.222,4,13.3,8.7,0,0.6,0,4.8,11.1,0.1,0,0.1,0.046,-4.1,-2.7,-6.8,-0.1
268,Frank Jackson\jacksfr01,PG,23,DET,53,1164,10.6,0.53,0.578,0.215,1.7,6.7,4,7.6,1.1,0.7,6.7,20.9,0.3,0.4,0.7,0.031,-1.8,-1.7,-3.5,-0.4
269,Isaiah Jackson\jacksis01,PF,20,IND,36,541,20.5,0.607,0.078,0.427,12.2,18.7,15.4,2.9,2.3,8.4,14,22.5,0.7,0.7,1.4,0.126,-1.6,0.1,-1.5,0.1
270,Jaren Jackson Jr.\jacksja02,PF,22,MEM,78,2126,17,0.535,0.387,0.333,5.7,16.9,11.2,5.8,1.6,7.4,9.9,25.4,1.7,3.7,5.4,0.121,-0.9,0.8,-0.1,1
271,Josh Jackson\jacksjo02,SF,24,TOT,51,830,9.5,0.491,0.433,0.257,2.6,16.4,9.2,10,1.5,2.4,12.3,19.7,-0.7,0.7,0,0.001,-4.1,-0.4,-4.5,-0.5
271,Josh Jackson\jacksjo02,SF,24,DET,39,707,9.9,0.501,0.45,0.223,2.5,17.1,9.4,10.7,1.4,2.3,12.1,19,-0.4,0.6,0.2,0.013,-3.5,-0.2,-3.7,-0.3
271,Josh Jackson\jacksjo02,SF,24,SAC,12,123,7.1,0.446,0.347,0.429,3.5,12.5,8,5.8,2,2.8,13.4,23.5,-0.3,0.1,-0.2,-0.067,-7.2,-2,-9.2,-0.2
272,Justin Jackson\jacksju01,SF,26,TOT,7,37,7.7,0.472,0.6,0.133,3,16.9,10.1,7.1,0,0,5.9,19.7,0,0,0,0.032,-2.2,-1.1,-3.3,0
272,Justin Jackson\jacksju01,SF,26,BOS,1,2,22.7,0.532,0,2,0,0,0,0,0,0,0,41.4,0,0,0,0.251,1.9,-4.4,-2.5,0
272,Justin Jackson\jacksju01,SF,26,PHO,6,35,6.8,0.464,0.643,0,3.1,17.9,10.7,7.5,0,0,6.7,18.4,0,0,0,0.019,-2.5,-0.9,-3.4,0
273,Reggie Jackson\jacksre01,SG,31,LAC,75,2337,12.1,0.488,0.419,0.133,1.8,10.2,6.1,24.6,1.2,0.5,11.8,27.6,-1.7,2,0.4,0.008,-1.4,-1.6,-2.9,-0.6
274,LeBron James\jamesle01,SF,37,LAL,56,2084,26.2,0.619,0.367,0.275,3.3,20.4,11.8,30.6,1.7,2.5,12.5,32.3,5.2,2.3,7.5,0.172,6.9,0.8,7.7,5.1
275,DeJon Jarreau\jarrede01,SG,24,IND,1,1,0,,,,0,0,0,0,0,0,,0,0,0,0,-0.022,-6.5,-1.5,-8,0
276,DaQuan Jeffries\jeffrda01,SG,24,MEM,3,9,8.4,0.5,0.5,0,0,23.8,11.6,14,0,0,0,9.1,0,0,0,0.099,-5.8,0.9,-4.9,0
277,Ty Jerome\jeromty01,SG,24,OKC,48,801,11.3,0.488,0.567,0.143,2.4,7.7,5,21.3,1.8,0.6,9.6,20.8,0,0.5,0.5,0.032,-2.2,-0.2,-2.3,-0.1
278,Isaiah Joe\joeis01,SG,22,PHI,55,609,7.7,0.519,0.763,0.175,1.1,9,5.1,8.1,1.1,0.4,9.1,15.5,0,0.4,0.4,0.035,-3.1,-1.5,-4.6,-0.4
279,Alize Johnson\johnsal02,PF,25,TOT,23,167,10.7,0.463,0.103,0.308,18.8,22.1,20.4,7.1,1.5,0,21.3,14.8,0,0.1,0.1,0.041,-3.6,-1.8,-5.5,-0.1
279,Alize Johnson\johnsal02,PF,25,CHI,16,121,10.2,0.537,0.087,0.304,15,18.5,16.7,8.6,1.2,0,23.5,12.4,0.1,0.1,0.2,0.063,-3.4,-0.6,-4,-0.1
279,Alize Johnson\johnsal02,PF,25,WAS,3,18,5.7,0.311,0.333,0.167,31.3,42.4,36.9,0,0,0,31.8,23.3,-0.1,0,-0.1,-0.183,-7.7,-8.3,-16.1,-0.1
279,Alize Johnson\johnsal02,PF,25,NOP,4,28,15.9,0.383,0,0.4,27.1,24.3,25.7,4.9,3.5,0,7.8,19.6,0,0,0.1,0.088,-1.9,-3,-4.9,0
280,B.J. Johnson\johnsbj01,SF,26,ORL,4,65,12.1,0.52,0.4,0,9.7,14.7,12.2,0,0,1.4,0,16.7,0.1,0,0.1,0.065,-0.7,-3.9,-4.6,0
281,Cameron Johnson\johnsca02,PF,25,PHO,66,1730,15.2,0.625,0.644,0.188,2.7,14,8.5,7.7,1.6,0.8,6.7,17.5,3.2,2.4,5.6,0.156,2,0.7,2.7,2.1
282,David Johnson\johnsda08,SG,20,TOR,2,2,-20,0,1,0,0,0,0,0,0,0,0,21.4,0,0,0,-0.495,-19,-8.7,-27.7,0
283,Jalen Johnson\johnsja05,PF,20,ATL,22,120,11.3,0.59,0.317,0.171,1.8,21.8,11.9,3.7,1.2,1.5,17,19.3,-0.1,0.1,0,0.013,-3.9,-1.1,-4.9,-0.1
284,James Johnson\johnsja01,PF,34,BRK,62,1191,10.3,0.513,0.277,0.179,4.8,14.6,9.8,14.5,1.2,2.6,12.7,13.7,0.6,1.1,1.7,0.068,-2.7,0.6,-2.2,-0.1
285,Joe Johnson\johnsjo02,SG,40,BOS,1,2,38.7,1,0,0,0,0,0,0,0,0,0,22,0,0,0,0.335,12.1,2.8,15,0
286,Keldon Johnson\johnske04,SF,22,SAS,75,2392,15.2,0.574,0.395,0.231,3.5,16.7,10,9.5,1.2,0.5,7.6,21.3,2.9,2,4.9,0.098,0.7,-1.2,-0.5,0.9
287,Keon Johnson\johnske07,SG,19,TOT,37,697,8.7,0.453,0.368,0.188,3.7,9.1,6.3,16.3,2,1.7,13.5,21.2,-0.8,0.4,-0.5,-0.031,-4,-2,-5.9,-0.7
287,Keon Johnson\johnske07,SG,19,LAC,15,135,9.4,0.44,0.216,0.412,4.8,11.4,8.2,13.7,2.5,1.3,10.4,21.9,-0.1,0.2,0.1,0.018,-6,0.3,-5.7,-0.1
287,Keon Johnson\johnske07,SG,19,POR,22,562,8.5,0.457,0.403,0.136,3.4,8.5,5.9,17,1.8,1.8,14.3,21.1,-0.7,0.2,-0.5,-0.043,-3.5,-2.5,-6,-0.6
288,Stanley Johnson\johnsst04,PF,25,LAL,48,1094,10.5,0.564,0.418,0.295,3.4,11.9,7.6,9.8,1.9,1.1,11,12.5,0.9,0.9,1.8,0.079,-2.8,0.1,-2.7,-0.2
